run_accession	condition	is_control	drop	experiment_accession	sample_accession	submission_accession	study_accession	sample_name	sample_alias	experiment_name	experiment_alias	experiment_title	library_layout	platform	library_strategy	library_selection	study_name	study_title	study_abstract
SRR1058289	Waco9_1ddpi	0	0	SRX398833	SRS519285	SRA122339	SRP034715	NA	GSM1297863	GSM1297863	GSM1297863	GSM1297863: Waco9_1ddpi_biorep3_lane4_lib2; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1058293	Waco9_3ddpi	0	0	SRX398837	SRS519289	SRA122339	SRP034715	NA	GSM1297867	GSM1297867	GSM1297867	GSM1297867: Waco9_3ddpi_biorep1_lane4_lib1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1058297	Waco9_3ddpi	0	0	SRX398841	SRS519294	SRA122339	SRP034715	NA	GSM1297871	GSM1297871	GSM1297871	GSM1297871: Waco9_3ddpi_biorep2_lane4_lib1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1058301	Waco9_3ddpi	0	0	SRX398845	SRS519297	SRA122339	SRP034715	NA	GSM1297875	GSM1297875	GSM1297875	GSM1297875: Waco9_3ddpi_biorep3_lane4_lib1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1058305	Waco9_5ddpi	0	0	SRX398849	SRS519301	SRA122339	SRP034715	NA	GSM1297879	GSM1297879	GSM1297879	GSM1297879: Waco9_5ddpi_biorep1_lane4_lib1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1058309	Waco9_5ddpi	0	0	SRX398853	SRS519305	SRA122339	SRP034715	NA	GSM1297883	GSM1297883	GSM1297883	GSM1297883: Waco9_5ddpi_biorep2_lane4_lib1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1058313	Waco9_5ddpi	0	0	SRX398857	SRS519309	SRA122339	SRP034715	NA	GSM1297887	GSM1297887	GSM1297887	GSM1297887: Waco9_5ddpi_biorep3_lane4_lib1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53641	Expression profiling during arabidopsis/downy mildew interaction reveals a highly-expressed effector that attenuates responses to salicylic acid.	Plants have evolved strong innate immunity mechanisms, but successful pathogens evade or suppress plant immunity via effectors delivered into the plant cell. Hyaloperonospora arabidopsidis (Hpa) causes downy mildew on Arabidopsis thaliana, and a genome sequence is available for isolate Emoy2. Here, we exploit the availability of genome sequences for Hpa and Arabidopsis to measure gene-expression changes in both Hpa and Arabidopsis simultaneously during infection. Using a high-throughput cDNA tag sequencing method, we reveal expression patterns of Hpa predicted effectors and Arabidopsis genes in compatible and incompatible interactions, and promoter elements associated with Hpa genes expressed during infection. By resequencing Hpa isolate Waco9, we found it evades Arabidopsis resistance gene RPP1 through deletion of the cognate recognized effector ATR1. Arabidopsis salicylic acid (SA)-responsive genes including PR1 were activated not only at early time points in the incompatible interaction but also at late time points in the compatible interaction. By histochemical analysis, we found that Hpa suppresses SA-inducible PR1 expression, specifically in the haustoriated cells into which host-translocated effectors are delivered, but not in non-haustoriated adjacent cells. Finally, we found a highly-expressed Hpa effector candidate that suppresses responsiveness to SA. As this approach can be easily applied to host-pathogen interactions for which both host and pathogen genome sequences are available, this work opens the door towards transcriptome studies in infection biology that should help unravel pathogen infection strategies and the mechanisms by which host defense responses are overcome. Overall design: Three weeks old Arabidopsis (Col-0) plants were inoculated with either the avirulent isolate Emoy2 (incompatible interaction) or the virulent isolate Waco9 (compatible interaction) of Hpa, and infected plants were harvested at 1, 3 and 5 days post-inoculation (dpi) for total RNA extraction. mRNA profiles were generated by deep sequencing on Illumina GAIIx using EXPRSS tag-seq protocol. Each biological replicate set of samples were sequenced as one batch (biorep1, biorep2 and biorep3 in filenames) and each batch was sequenced in 4 individual Illumina flowcell lanes (lane1 to lane4 in filenames). Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. Emoy2 1, 3 and 5 dpi samples and Waco9 1 dpi samples were made two different codes (lib1 and lib2 in filenames) to generate higher depth of sequencing data. Each biological replicate set of samples were sequenced as one batch and each batch was sequenced in 4 individual Illumina flowcell lanes. Four sequecing lanes of each three biological repliates resulted in 12 sequencing libraries. 'The unassigned read_*' samples are for 'nobarcode_biorep[x]_lanne[x].fq'  file containing sequences unassigned to any barcode from respective bioreplicate sequencing lanes.
SRR1105580	fae1_7-8	0	0	SRX424362	SRS528039	SRA123969	SRP035269	NA	GSM1303953	GSM1303953	GSM1303953	GSM1303953: fae1_7-8_A; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53952	RNASeq of Developing Arabidopsis Seeds Producing Hydroxy-Fatty Acids	Arabidopsis seeds expressing the castor fatty acid hydroxylase accumulate hydroxylated fatty acids up to 17% of total fatty acids in seed triacylglycerols, however total seed oil is also reduced up to 50%. Investigations into the cause of the reduced oil phenotype through in vivo [14C]acteate and [3H]2O metabolic labeling of developing seeds surprisingly revealed that the rate of de novo fatty acid synthesis within the transgenic seeds was approximately half that of control seeds. Addition of castor phospholipid:diacylglycerol acyltransferase (PDAT) increased hydroxylated fatty acid content of the seed oil, increased the rate of fatty acid synthesis, and mostly restored seed oil levels. RNAseq analysis indicated no changes in expression of fatty acid synthesis genes in hydroxylase-expressing plants. Overall design: Transcript profiles of Arabidopsis developing seeds of three lines, at three stages of development were generated by deep sequencing, in triplicate, using Illumina.
SRR1105581	fae1_7-8	0	0	SRX424363	SRS528038	SRA123969	SRP035269	NA	GSM1303954	GSM1303954	GSM1303954	GSM1303954: fae1_7-8_B; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53952	RNASeq of Developing Arabidopsis Seeds Producing Hydroxy-Fatty Acids	Arabidopsis seeds expressing the castor fatty acid hydroxylase accumulate hydroxylated fatty acids up to 17% of total fatty acids in seed triacylglycerols, however total seed oil is also reduced up to 50%. Investigations into the cause of the reduced oil phenotype through in vivo [14C]acteate and [3H]2O metabolic labeling of developing seeds surprisingly revealed that the rate of de novo fatty acid synthesis within the transgenic seeds was approximately half that of control seeds. Addition of castor phospholipid:diacylglycerol acyltransferase (PDAT) increased hydroxylated fatty acid content of the seed oil, increased the rate of fatty acid synthesis, and mostly restored seed oil levels. RNAseq analysis indicated no changes in expression of fatty acid synthesis genes in hydroxylase-expressing plants. Overall design: Transcript profiles of Arabidopsis developing seeds of three lines, at three stages of development were generated by deep sequencing, in triplicate, using Illumina.
SRR1105582	fae1_7-8	0	0	SRX424364	SRS528040	SRA123969	SRP035269	NA	GSM1303955	GSM1303955	GSM1303955	GSM1303955: fae1_7-8_C; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53952	RNASeq of Developing Arabidopsis Seeds Producing Hydroxy-Fatty Acids	Arabidopsis seeds expressing the castor fatty acid hydroxylase accumulate hydroxylated fatty acids up to 17% of total fatty acids in seed triacylglycerols, however total seed oil is also reduced up to 50%. Investigations into the cause of the reduced oil phenotype through in vivo [14C]acteate and [3H]2O metabolic labeling of developing seeds surprisingly revealed that the rate of de novo fatty acid synthesis within the transgenic seeds was approximately half that of control seeds. Addition of castor phospholipid:diacylglycerol acyltransferase (PDAT) increased hydroxylated fatty acid content of the seed oil, increased the rate of fatty acid synthesis, and mostly restored seed oil levels. RNAseq analysis indicated no changes in expression of fatty acid synthesis genes in hydroxylase-expressing plants. Overall design: Transcript profiles of Arabidopsis developing seeds of three lines, at three stages of development were generated by deep sequencing, in triplicate, using Illumina.
SRR1105583	fae1_9-10	0	0	SRX424365	SRS528041	SRA123969	SRP035269	NA	GSM1303956	GSM1303956	GSM1303956	GSM1303956: fae1_9-10_A; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53952	RNASeq of Developing Arabidopsis Seeds Producing Hydroxy-Fatty Acids	Arabidopsis seeds expressing the castor fatty acid hydroxylase accumulate hydroxylated fatty acids up to 17% of total fatty acids in seed triacylglycerols, however total seed oil is also reduced up to 50%. Investigations into the cause of the reduced oil phenotype through in vivo [14C]acteate and [3H]2O metabolic labeling of developing seeds surprisingly revealed that the rate of de novo fatty acid synthesis within the transgenic seeds was approximately half that of control seeds. Addition of castor phospholipid:diacylglycerol acyltransferase (PDAT) increased hydroxylated fatty acid content of the seed oil, increased the rate of fatty acid synthesis, and mostly restored seed oil levels. RNAseq analysis indicated no changes in expression of fatty acid synthesis genes in hydroxylase-expressing plants. Overall design: Transcript profiles of Arabidopsis developing seeds of three lines, at three stages of development were generated by deep sequencing, in triplicate, using Illumina.
SRR1105584	fae1_9-10	0	0	SRX424366	SRS528043	SRA123969	SRP035269	NA	GSM1303957	GSM1303957	GSM1303957	GSM1303957: fae1_9-10_B; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53952	RNASeq of Developing Arabidopsis Seeds Producing Hydroxy-Fatty Acids	Arabidopsis seeds expressing the castor fatty acid hydroxylase accumulate hydroxylated fatty acids up to 17% of total fatty acids in seed triacylglycerols, however total seed oil is also reduced up to 50%. Investigations into the cause of the reduced oil phenotype through in vivo [14C]acteate and [3H]2O metabolic labeling of developing seeds surprisingly revealed that the rate of de novo fatty acid synthesis within the transgenic seeds was approximately half that of control seeds. Addition of castor phospholipid:diacylglycerol acyltransferase (PDAT) increased hydroxylated fatty acid content of the seed oil, increased the rate of fatty acid synthesis, and mostly restored seed oil levels. RNAseq analysis indicated no changes in expression of fatty acid synthesis genes in hydroxylase-expressing plants. Overall design: Transcript profiles of Arabidopsis developing seeds of three lines, at three stages of development were generated by deep sequencing, in triplicate, using Illumina.
SRR1105585	fae1_9-10	0	0	SRX424367	SRS528042	SRA123969	SRP035269	NA	GSM1303958	GSM1303958	GSM1303958	GSM1303958: fae1_9-10_C; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53952	RNASeq of Developing Arabidopsis Seeds Producing Hydroxy-Fatty Acids	Arabidopsis seeds expressing the castor fatty acid hydroxylase accumulate hydroxylated fatty acids up to 17% of total fatty acids in seed triacylglycerols, however total seed oil is also reduced up to 50%. Investigations into the cause of the reduced oil phenotype through in vivo [14C]acteate and [3H]2O metabolic labeling of developing seeds surprisingly revealed that the rate of de novo fatty acid synthesis within the transgenic seeds was approximately half that of control seeds. Addition of castor phospholipid:diacylglycerol acyltransferase (PDAT) increased hydroxylated fatty acid content of the seed oil, increased the rate of fatty acid synthesis, and mostly restored seed oil levels. RNAseq analysis indicated no changes in expression of fatty acid synthesis genes in hydroxylase-expressing plants. Overall design: Transcript profiles of Arabidopsis developing seeds of three lines, at three stages of development were generated by deep sequencing, in triplicate, using Illumina.
SRR1105586	fae1_11-12	0	0	SRX424368	SRS528045	SRA123969	SRP035269	NA	GSM1303959	GSM1303959	GSM1303959	GSM1303959: fae1_11-12_A; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53952	RNASeq of Developing Arabidopsis Seeds Producing Hydroxy-Fatty Acids	Arabidopsis seeds expressing the castor fatty acid hydroxylase accumulate hydroxylated fatty acids up to 17% of total fatty acids in seed triacylglycerols, however total seed oil is also reduced up to 50%. Investigations into the cause of the reduced oil phenotype through in vivo [14C]acteate and [3H]2O metabolic labeling of developing seeds surprisingly revealed that the rate of de novo fatty acid synthesis within the transgenic seeds was approximately half that of control seeds. Addition of castor phospholipid:diacylglycerol acyltransferase (PDAT) increased hydroxylated fatty acid content of the seed oil, increased the rate of fatty acid synthesis, and mostly restored seed oil levels. RNAseq analysis indicated no changes in expression of fatty acid synthesis genes in hydroxylase-expressing plants. Overall design: Transcript profiles of Arabidopsis developing seeds of three lines, at three stages of development were generated by deep sequencing, in triplicate, using Illumina.
SRR1105587	fae1_11-12	0	0	SRX424369	SRS528044	SRA123969	SRP035269	NA	GSM1303960	GSM1303960	GSM1303960	GSM1303960: fae1_11-12_B; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53952	RNASeq of Developing Arabidopsis Seeds Producing Hydroxy-Fatty Acids	Arabidopsis seeds expressing the castor fatty acid hydroxylase accumulate hydroxylated fatty acids up to 17% of total fatty acids in seed triacylglycerols, however total seed oil is also reduced up to 50%. Investigations into the cause of the reduced oil phenotype through in vivo [14C]acteate and [3H]2O metabolic labeling of developing seeds surprisingly revealed that the rate of de novo fatty acid synthesis within the transgenic seeds was approximately half that of control seeds. Addition of castor phospholipid:diacylglycerol acyltransferase (PDAT) increased hydroxylated fatty acid content of the seed oil, increased the rate of fatty acid synthesis, and mostly restored seed oil levels. RNAseq analysis indicated no changes in expression of fatty acid synthesis genes in hydroxylase-expressing plants. Overall design: Transcript profiles of Arabidopsis developing seeds of three lines, at three stages of development were generated by deep sequencing, in triplicate, using Illumina.
SRR1105588	fae1_11-12	0	0	SRX424370	SRS528046	SRA123969	SRP035269	NA	GSM1303961	GSM1303961	GSM1303961	GSM1303961: fae1_11-12_C; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE53952	RNASeq of Developing Arabidopsis Seeds Producing Hydroxy-Fatty Acids	Arabidopsis seeds expressing the castor fatty acid hydroxylase accumulate hydroxylated fatty acids up to 17% of total fatty acids in seed triacylglycerols, however total seed oil is also reduced up to 50%. Investigations into the cause of the reduced oil phenotype through in vivo [14C]acteate and [3H]2O metabolic labeling of developing seeds surprisingly revealed that the rate of de novo fatty acid synthesis within the transgenic seeds was approximately half that of control seeds. Addition of castor phospholipid:diacylglycerol acyltransferase (PDAT) increased hydroxylated fatty acid content of the seed oil, increased the rate of fatty acid synthesis, and mostly restored seed oil levels. RNAseq analysis indicated no changes in expression of fatty acid synthesis genes in hydroxylase-expressing plants. Overall design: Transcript profiles of Arabidopsis developing seeds of three lines, at three stages of development were generated by deep sequencing, in triplicate, using Illumina.
